Performing system checks...

System check identified no issues (0 silenced).
June 10, 2015 - 17:33:43
Django version 1.8.2, using settings 'BGPInspector.settings'
Starting development server at http://127.0.0.1:8000/
Quit the server with CONTROL-C.
         258486 function calls (251489 primitive calls) in 355.578 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 admin.py:134(GenericStackedInline)
        1    0.000    0.000    0.000    0.000 admin.py:138(GenericTabularInline)
        1    0.000    0.000    0.000    0.000 admin.py:17(GenericInlineModelAdminChecks)
        1    0.000    0.000    0.000    0.000 admin.py:26(GroupAdmin)
        1    0.000    0.000    0.000    0.000 admin.py:41(UserAdmin)
        1    0.000    0.000    0.000    0.000 admin.py:89(GenericInlineModelAdmin)
        1    0.000    0.000    0.000    0.000 admin_static.py:1(<module>)
        1    0.000    0.000    0.000    0.000 admin_urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aggregates.py:110(Max)
        1    0.000    0.000    0.000    0.000 aggregates.py:115(Min)
        1    0.000    0.000    0.000    0.000 aggregates.py:120(StdDev)
        1    0.000    0.000    0.000    0.000 aggregates.py:13(Aggregate)
        1    0.000    0.000    0.000    0.000 aggregates.py:140(Sum)
        1    0.000    0.000    0.000    0.000 aggregates.py:145(Variance)
        1    0.000    0.000    0.088    0.088 aggregates.py:3(<module>)
        1    0.000    0.000    0.000    0.000 aggregates.py:73(Avg)
        1    0.000    0.000    0.000    0.000 aggregates.py:86(Count)
        1    0.000    0.000    0.000    0.000 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:13(MessageFailure)
        6    0.000    0.000    0.002    0.000 apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apps.py:10(AuthConfig)
        1    0.000    0.000    0.000    0.000 apps.py:10(ContentTypesConfig)
        1    0.000    0.000    0.000    0.000 apps.py:13(ready)
        2    0.000    0.000    0.000    0.000 apps.py:14(ready)
        1    0.000    0.000    0.000    0.000 apps.py:17(AdminConfig)
        1    0.000    0.000    0.009    0.009 apps.py:20(ready)
        1    0.000    0.000    0.000    0.000 apps.py:5(MessagesConfig)
        1    0.000    0.000    0.000    0.000 apps.py:5(SessionsConfig)
        1    0.000    0.000    0.000    0.000 apps.py:5(StaticFilesConfig)
        1    0.000    0.000    0.000    0.000 apps.py:7(SimpleAdminConfig)
        1    0.000    0.000    0.000    0.000 argparse.py:1010(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1012(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1029(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1031(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1055(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1057(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1144(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1198(Namespace)
        2    0.000    0.000    0.000    0.000 argparse.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1219(_ActionsContainer)
        6    0.000    0.000    0.000    0.000 argparse.py:1221(__init__)
       68    0.000    0.000    0.000    0.000 argparse.py:1273(register)
       33    0.000    0.000    0.000    0.000 argparse.py:1277(_registry_get)
       16    0.000    0.000    0.001    0.000 argparse.py:1302(add_argument)
        4    0.000    0.000    0.000    0.000 argparse.py:1349(add_argument_group)
       16    0.000    0.000    0.000    0.000 argparse.py:1359(_add_action)
        2    0.000    0.000    0.000    0.000 argparse.py:1423(_get_positional_kwargs)
       14    0.000    0.000    0.000    0.000 argparse.py:1439(_get_optional_kwargs)
       16    0.000    0.000    0.000    0.000 argparse.py:1475(_pop_action_class)
        6    0.000    0.000    0.000    0.000 argparse.py:1479(_get_handler)
       16    0.000    0.000    0.000    0.000 argparse.py:1488(_check_conflict)
        1    0.000    0.000    0.000    0.000 argparse.py:1526(_ArgumentGroup)
        4    0.000    0.000    0.000    0.000 argparse.py:1528(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:153(HelpFormatter)
       16    0.000    0.000    0.000    0.000 argparse.py:1550(_add_action)
        1    0.000    0.000    0.000    0.000 argparse.py:1560(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(ArgumentParser)
        2    0.000    0.000    0.001    0.001 argparse.py:1598(__init__)
       16    0.000    0.000    0.000    0.000 argparse.py:160(__init__)
       16    0.000    0.000    0.000    0.000 argparse.py:1705(_add_action)
        2    0.000    0.000    0.000    0.000 argparse.py:1717(_get_positional_actions)
        2    0.000    0.000    0.000    0.000 argparse.py:1718(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1725(parse_args)
        2    0.000    0.000    0.000    0.000 argparse.py:1732(parse_known_args)
        2    0.000    0.000    0.000    0.000 argparse.py:1767(_parse_known_args)
        2    0.000    0.000    0.000    0.000 argparse.py:1814(take_action)
        2    0.000    0.000    0.000    0.000 argparse.py:1912(consume_positionals)
        1    0.000    0.000    0.000    0.000 argparse.py:203(_Section)
       16    0.000    0.000    0.000    0.000 argparse.py:205(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:2063(_match_arguments_partial)
        2    0.000    0.000    0.000    0.000 argparse.py:2069(<listcomp>)
        2    0.000    0.000    0.000    0.000 argparse.py:2073(<listcomp>)
        2    0.000    0.000    0.000    0.000 argparse.py:2181(_get_nargs_pattern)
        2    0.000    0.000    0.000    0.000 argparse.py:2225(_get_values)
        1    0.000    0.000    0.000    0.000 argparse.py:2277(_get_value)
        1    0.000    0.000    0.000    0.000 argparse.py:2303(_check_value)
       16    0.000    0.000    0.000    0.000 argparse.py:2343(_get_formatter)
       16    0.000    0.000    0.000    0.000 argparse.py:565(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 argparse.py:569(<listcomp>)
       16    0.000    0.000    0.000    0.000 argparse.py:574(format)
       16    0.000    0.000    0.000    0.000 argparse.py:581(_format_args)
        9    0.000    0.000    0.000    0.000 argparse.py:596(<listcomp>)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:642(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:653(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:664(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:681(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:714(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:734(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:743(Action)
       16    0.000    0.000    0.000    0.000 argparse.py:794(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:834(_StoreAction)
        7    0.000    0.000    0.000    0.000 argparse.py:836(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:865(__call__)
        1    0.000    0.000    0.000    0.000 argparse.py:869(_StoreConstAction)
        7    0.000    0.000    0.000    0.000 argparse.py:871(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:892(_StoreTrueAction)
        4    0.000    0.000    0.000    0.000 argparse.py:894(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:909(_StoreFalseAction)
        3    0.000    0.000    0.000    0.000 argparse.py:911(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:926(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:963(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:989(_CountAction)
        1    0.000    0.000    0.000    0.000 ast.py:221(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:258(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 autoreload.py:220(check_errors)
        1    0.000    0.000  355.243  355.243 autoreload.py:273(restart_with_reloader)  -----------------------------------------------------------
        1    0.000    0.000    0.000    0.000 autoreload.py:275(<listcomp>)
        1    0.000    0.000  355.243  355.243 autoreload.py:285(python_reloader)  ---------------------------------------------------------------
        1    0.000    0.000  355.243  355.243 autoreload.py:312(main)-----------------------------------------------------
        1    0.000    0.000    0.000    0.000 autoreload.py:32(<module>)
        9    0.000    0.000    0.004    0.000 base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:101(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1098(TagHelperNode)
        1    0.000    0.000    0.000    0.000 base.py:11(InvalidCacheBackendError)
        1    0.000    0.000    0.000    0.000 base.py:11(SerializerDoesNotExist)
        1    0.000    0.000    0.000    0.000 base.py:1118(Library)
        5    0.000    0.000    0.000    0.000 base.py:1119(__init__)
       35    0.000    0.000    0.000    0.000 base.py:1123(tag)
        7    0.000    0.000    0.000    0.000 base.py:1133(dec)
       19    0.000    0.000    0.000    0.000 base.py:1144(tag_function)
  118/115    0.000    0.000    0.000    0.000 base.py:1148(filter)
       49    0.000    0.000    0.000    0.000 base.py:1151(dec)
        7    0.000    0.000    0.000    0.000 base.py:1161(dec)
        1    0.000    0.000    0.000    0.000 base.py:117(BaseCommand)
       52    0.000    0.000    0.000    0.000 base.py:1183(filter_function)
        2    0.000    0.000    0.000    0.000 base.py:1187(simple_tag)
        2    0.000    0.000    0.000    0.000 base.py:1188(dec)
        2    0.000    0.000    0.000    0.000 base.py:1191(SimpleNode)
        1    0.000    0.000    0.000    0.000 base.py:12(BaseEngine)
        1    0.000    0.000    0.000    0.000 base.py:126(Deserializer)
        1    0.000    0.000    0.000    0.000 base.py:127(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 base.py:13(File)
        1    0.000    0.000    0.000    0.000 base.py:13(MIMEBase)
        1    0.000    0.000    0.000    0.000 base.py:131(TemplateDoesNotExist)
        3    0.000    0.000    0.005    0.002 base.py:1323(import_library)
        1    0.000    0.000    0.000    0.000 base.py:135(TemplateEncodingError)
        1    0.000    0.000    0.000    0.000 base.py:139(VariableDoesNotExist)
        3    0.000    0.000    0.005    0.002 base.py:1404(add_to_builtins)
       10    0.000    0.000    0.000    0.000 base.py:146(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:147(ContentFile)
        1    0.000    0.000    0.000    0.000 base.py:149(DeserializedObject)
        1    0.000    0.000    0.000    0.000 base.py:15(CacheKeyWarning)
        1    0.000    0.000    0.000    0.000 base.py:150(InvalidTemplateLibrary)
        1    0.000    0.000    0.000    0.000 base.py:154(Origin)
       10    0.000    0.000    0.000    0.000 base.py:155(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:16(SerializationError)
        1    0.000    0.000    0.000    0.000 base.py:162(__init__)
        1    0.000    0.000    0.000    0.000 base.py:165(StringOrigin)
        1    0.000    0.000    0.000    0.000 base.py:174(Template)
        1    0.000    0.000    0.000    0.000 base.py:18(BaseDatabaseWrapper)
        1    0.000    0.000    0.000    0.000 base.py:187(close)
       13    0.000    0.000    0.000    0.000 base.py:197(<setcomp>)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:21(DeserializationError)
        1    0.000    0.000    0.000    0.000 base.py:216(Token)
        1    0.000    0.000    0.000    0.000 base.py:220(close)
        1    0.000    0.000    0.000    0.000 base.py:23(BaseHandler)
        1    0.000    0.000    0.000    0.000 base.py:23(CreateError)
        1    0.000    0.000    0.000    0.000 base.py:239(__init__)
        1    0.000    0.000    0.000    0.000 base.py:244(Lexer)
        1    0.000    0.000    0.000    0.000 base.py:26(CommandError)
        1    0.000    0.000    0.000    0.000 base.py:26(Serializer)
        2    0.000    0.000    0.000    0.000 base.py:271(use_argparse)
        1    0.000    0.000    0.000    0.000 base.py:275(get_version)
        1    0.000    0.000    0.000    0.000 base.py:296(Parser)
        1    0.000    0.000    0.001    0.001 base.py:296(create_parser)
        1    0.000    0.000    0.104    0.104 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:301(is_in_memory_db)
        1    0.000    0.000    0.000    0.000 base.py:308(SQLiteCursorWrapper)
        1    0.000    0.000    0.000    0.000 base.py:31(SessionBase)
        3    0.000    0.000    0.000    0.000 base.py:312(copy_managers)
  174/153    0.000    0.000    0.016    0.000 base.py:321(add_to_class)
       10    0.000    0.000    0.002    0.000 base.py:328(_prepare)
        1    0.000    0.000    0.000    0.000 base.py:34(__init__)
       30    0.000    0.000    0.000    0.000 base.py:361(<genexpr>)
        1    0.000    0.000  355.256  355.256 base.py:369(run_from_argv) -----------------------------------------------------
        1    0.000    0.000    0.000    0.000 base.py:373(ModelState)
        1    0.000    0.000    0.000    0.000 base.py:385(Model)
        1    0.000    0.000    0.000    0.000 base.py:4(Loader)
        1    0.000    0.000  355.254  355.254 base.py:404(execute) -------------------------------------------------------
        2    0.000    0.000    0.000    0.000 base.py:408(validate_thread_sharing)
        1    0.000    0.000    0.000    0.000 base.py:42(SystemCheckError)
        1    0.000    0.000    0.000    0.000 base.py:432(TokenParser)
       20    0.000    0.000    0.000    0.000 base.py:44(subclass_exception)
        1    0.000    0.000    0.000    0.000 base.py:49(CommandParser)
        2    0.000    0.000    0.008    0.004 base.py:5(<module>)
        1    0.000    0.000    0.010    0.010 base.py:50(<module>)
        1    0.000    0.000    0.000    0.000 base.py:52(BaseCache)
        1    0.000    0.000    0.000    0.000 base.py:543(AppCommand)
        2    0.000    0.000    0.001    0.001 base.py:55(__init__)
        1    0.000    0.000    0.000    0.000 base.py:586(FilterExpression)
        1    0.000    0.000    0.000    0.000 base.py:59(parse_args)
        1    0.000    0.000    0.000    0.000 base.py:597(LabelCommand)
        1    0.000    0.000    0.010    0.010 base.py:6(<module>)
        1    0.000    0.000    0.000    0.000 base.py:6(Operation)
        1    0.000    0.000    0.000    0.000 base.py:633(NoArgsCommand)
        7    0.000    0.000    0.000    0.000 base.py:64(decoder)
        1    0.000    0.000    0.000    0.000 base.py:68(ModelBase)
        1    0.000    0.000    0.000    0.000 base.py:717(Variable)
    14/11    0.000    0.000    0.019    0.002 base.py:72(__new__)
        2    0.000    0.000    0.000    0.000 base.py:73(handle_default_options)
       14    0.000    0.000    0.000    0.000 base.py:77(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:86(DatabaseWrapper)
        1    0.000    0.000    0.000    0.000 base.py:86(OutputWrapper)
        1    0.000    0.000    0.000    0.000 base.py:864(Node)
        1    0.000    0.000    0.000    0.000 base.py:894(NodeList)
        1    0.000    0.000    0.000    0.000 base.py:920(TextNode)
        3    0.000    0.000    0.000    0.000 base.py:94(style_func)
        1    0.000    0.000    0.000    0.000 base.py:948(VariableNode)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 baseconv.py:38(<module>)
        1    0.000    0.000    0.000    0.000 baseconv.py:48(BaseConverter)
        6    0.000    0.000    0.000    0.000 baseconv.py:51(__init__)
        1    0.000    0.000    0.000    0.000 basehttp.py:68(WSGIServer)
        1    0.000    0.000    0.013    0.013 basehttp.py:8(<module>)
